Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
1835,49,Male,Skirt,Clothing,16,Indiana,M,Charcoal,Summer,5.0,No,Next Day Air,No,No,39,Venmo,Fortnightly
1836,65,Male,Scarf,Accessories,4,Kentucky,M,Lavender,Fall,3.0,No,Free Shipping,No,No,45,Credit Card,Weekly
1837,66,Male,Pants,Clothing,56,South Carolina,M,Teal,Spring,3.8,No,Next Day Air,No,No,35,Credit Card,Bi-Weekly
1838,41,Male,Hat,Accessories,15,Montana,M,Beige,Summer,4.5,No,Store Pickup,No,No,8,Venmo,Quarterly
1839,37,Male,Gloves,Accessories,14,Vermont,L,Blue,Fall,4.8,No,Next Day Air,No,No,11,Credit Card,Every 3 Months
1840,32,Male,Shirt,Clothing,38,Mississippi,XL,Purple,Winter,4.2,No,Standard,No,No,32,Cash,Bi-Weekly
1841,42,Male,Sandals,Footwear,17,Wyoming,M,Gold,Summer,4.2,No,2-Day Shipping,No,No,46,Bank Transfer,Weekly
1842,31,Male,Socks,Clothing,11,Vermont,L,Blue,Winter,2.7,No,Standard,No,No,7,PayPal,Quarterly
1843,61,Male,Handbag,Accessories,66,Alabama,M,Black,Spring,3.6,No,Standard,No,No,1,Debit Card,Annually
1844,36,Male,Jacket,Outerwear,124,Kentucky,M,Charcoal,Spring,4.7,No,Next Day Air,No,No,32,Credit Card,Bi-Weekly
1845,60,Male,Shorts,Clothing,52,South Dakota,M,Purple,Summer,4.6,No,Next Day Air,No,No,31,Credit Card,Bi-Weekly
1846,51,Male,Sandals,Footwear,46,Delaware,M,Orange,Fall,4.6,No,Store Pickup,No,No,39,Bank Transfer,Fortnightly
1847,68,Male,Scarf,Accessories,3,Wisconsin,M,Yellow,Fall,3.1,No,Store Pickup,No,No,9,Venmo,Quarterly
1848,46,Male,Sandals,Footwear,47,Arizona,XL,Cyan,Summer,5.0,No,Express,No,No,49,Credit Card,Weekly
1849,19,Male,Jeans,Clothing,55,Maine,XL,Yellow,Winter,3.6,No,Next Day Air,No,No,34,Cash,Bi-Weekly
1850,30,Male,Skirt,Clothing,53,New Mexico,M,Maroon,Fall,4.1,No,Next Day Air,No,No,35,Bank Transfer,Bi-Weekly
1851,51,Male,Gloves,Accessories,14,Wyoming,S,Black,Winter,4.9,No,Store Pickup,No,No,50,Debit Card,Weekly
1852,28,Male,Skirt,Clothing,20,Delaware,S,Lavender,Spring,4.0,No,Standard,No,No,4,Bank Transfer,Annually
1853,41,Male,Sweater,Clothing,58,Pennsylvania,XL,Violet,Spring,3.6,No,Standard,No,No,32,Cash,Bi-Weekly
1854,29,Male,Blouse,Clothing,27,North Dakota,XL,Olive,Summer,4.4,No,Store Pickup,No,No,11,PayPal,Every 3 Months
1855,25,Male,Sweater,Clothing,70,Kentucky,M,Teal,Spring,3.5,No,2-Day Shipping,No,No,49,Credit Card,Weekly
1856,60,Male,Shirt,Clothing,52,Rhode Island,XL,Teal,Spring,4.3,No,Express,No,No,9,Cash,Quarterly
1857,63,Male,Jewelry,Accessories,61,Arizona,XL,Beige,Fall,4.0,No,Free Shipping,No,No,30,PayPal,Monthly
1858,51,Male,T-shirt,Clothing,49,Colorado,L,Maroon,Summer,3.6,No,2-Day Shipping,No,No,33,Cash,Bi-Weekly
1859,22,Male,Scarf,Accessories,8,Maine,S,Peach,Spring,3.2,No,Free Shipping,No,No,8,Debit Card,Quarterly
1860,54,Male,Belt,Accessories,18,New Jersey,L,Beige,Summer,3.9,No,Next Day Air,No,No,29,Debit Card,Monthly
1861,18,Male,T-shirt,Clothing,21,Kansas,M,Silver,Summer,4.2,No,Next Day Air,No,No,4,Credit Card,Annually
1862,29,Male,Sneakers,Footwear,47,South Dakota,S,Peach,Spring,4.2,No,Next Day Air,No,No,19,Debit Card,Every 3 Months
1863,59,Male,Gloves,Accessories,9,New Hampshire,M,Turquoise,Fall,2.8,No,Free Shipping,No,No,10,PayPal,Quarterly
1864,25,Male,Sandals,Footwear,52,Connecticut,L,Orange,Summer,4.0,No,Next Day Air,No,No,39,Debit Card,Fortnightly
1865,19,Male,Backpack,Accessories,13,Wyoming,S,Cyan,Fall,3.6,No,Standard,No,No,21,Venmo,Monthly
1866,56,Male,Pants,Clothing,54,Missouri,S,Silver,Winter,4.8,No,Next Day Air,No,No,12,Bank Transfer,Every 3 Months
1867,31,Male,T-shirt,Clothing,26,Alaska,XL,Gold,Spring,4.6,No,Express,No,No,9,Credit Card,Quarterly
1868,45,Male,Skirt,Clothing,41,Delaware,M,Brown,Spring,3.8,No,2-Day Shipping,No,No,20,Venmo,Every 3 Months
1869,23,Male,Gloves,Accessories,6,Indiana,M,Silver,Fall,2.6,No,Store Pickup,No,No,44,Cash,Weekly
1870,18,Male,Blouse,Clothing,67,West Virginia,S,Beige,Summer,4.2,No,2-Day Shipping,No,No,16,Debit Card,Every 3 Months
1871,43,Male,Blouse,Clothing,50,Wyoming,L,Violet,Spring,3.8,No,2-Day Shipping,No,No,27,Debit Card,Monthly
1872,56,Male,Jeans,Clothing,41,Illinois,XL,Violet,Spring,4.6,No,Store Pickup,No,No,14,Cash,Every 3 Months
1873,43,Male,T-shirt,Clothing,55,Alaska,M,Lavender,Summer,4.4,No,Next Day Air,No,No,24,Credit Card,Monthly
1874,64,Male,Sweater,Clothing,36,Wisconsin,XL,Red,Spring,3.6,No,Standard,No,No,49,Bank Transfer,Weekly
1875,67,Male,Pants,Clothing,19,Indiana,L,Purple,Winter,4.4,No,Next Day Air,No,No,14,Cash,Every 3 Months
1876,63,Male,Boots,Footwear,51,Tennessee,M,Brown,Spring,4.0,No,2-Day Shipping,No,No,6,Credit Card,Quarterly
1877,54,Male,Skirt,Clothing,14,Illinois,M,Gray,Spring,3.7,No,2-Day Shipping,No,No,20,Venmo,Every 3 Months
1878,69,Male,Gloves,Accessories,8,Pennsylvania,L,Pink,Fall,3.3,No,Standard,No,No,3,Credit Card,Annually
1879,34,Male,Socks,Clothing,18,Oklahoma,L,Magenta,Fall,4.5,No,Express,No,No,5,Credit Card,Quarterly
1880,56,Male,T-shirt,Clothing,41,Tennessee,L,Charcoal,Fall,4.5,No,Express,No,No,46,Cash,Weekly
1881,34,Male,Blouse,Clothing,10,New Jersey,L,Yellow,Fall,3.2,No,Free Shipping,No,No,8,Debit Card,Quarterly
1882,58,Male,Blouse,Clothing,18,New Jersey,M,Red,Summer,4.4,No,Store Pickup,No,No,13,Cash,Every 3 Months
1883,44,Male,Scarf,Accessories,11,Tennessee,L,Blue,Spring,3.4,No,Standard,No,No,25,Bank Transfer,Monthly
1884,25,Male,Backpack,Accessories,38,Georgia,M,Cyan,Fall,3.8,No,Standard,No,No,39,Debit Card,Fortnightly
1885,27,Male,Shorts,Clothing,70,Arizona,S,Pink,Spring,4.1,No,Standard,No,No,15,Bank Transfer,Every 3 Months
1886,26,Male,Jewelry,Accessories,109,Nevada,S,Maroon,Winter,4.5,No,Next Day Air,No,No,35,Cash,Bi-Weekly
1887,18,Male,Gloves,Accessories,7,Arkansas,L,Beige,Winter,3.2,No,Free Shipping,No,No,46,Cash,Weekly
1888,64,Male,Hoodie,Clothing,64,North Dakota,XL,Gold,Winter,3.9,No,Free Shipping,No,No,3,PayPal,Annually
1889,62,Male,Hoodie,Clothing,56,South Dakota,XL,Turquoise,Spring,3.7,No,Next Day Air,No,No,48,Credit Card,Weekly
1890,59,Male,Skirt,Clothing,70,North Carolina,L,Peach,Fall,4.5,No,Next Day Air,No,No,27,Bank Transfer,Monthly
1891,36,Male,Sunglasses,Accessories,9,Hawaii,M,Lavender,Summer,2.5,No,Store Pickup,No,No,5,Credit Card,Quarterly
1892,69,Male,Jewelry,Accessories,63,New Hampshire,M,Gray,Spring,4.8,No,Express,No,No,48,Debit Card,Weekly
1893,39,Male,Jacket,Outerwear,172,California,M,Blue,Winter,4.5,No,Express,No,No,12,Venmo,Every 3 Months
1894,28,Male,Dress,Clothing,66,Delaware,L,Red,Summer,3.8,No,Next Day Air,No,No,10,PayPal,Quarterly
1895,42,Male,Hoodie,Clothing,62,Arizona,M,Purple,Fall,4.5,No,Next Day Air,No,No,48,Debit Card,Weekly
1896,31,Male,Jeans,Clothing,63,Washington,L,Indigo,Winter,4.4,No,Express,No,No,3,Debit Card,Annually
1897,57,Male,Sandals,Footwear,33,Nevada,M,Gold,Summer,3.7,No,Next Day Air,No,No,19,Venmo,Every 3 Months
1898,53,Male,Sunglasses,Accessories,18,Alaska,L,Teal,Summer,4.7,No,Store Pickup,No,No,11,Debit Card,Every 3 Months
1899,59,Male,Pants,Clothing,61,Texas,L,Magenta,Fall,4.9,No,Next Day Air,No,No,25,Venmo,Monthly
1900,32,Male,Shorts,Clothing,31,New York,L,Maroon,Summer,4.9,No,Next Day Air,No,No,42,PayPal,Weekly
1901,65,Male,Jewelry,Accessories,38,Iowa,S,Blue,Winter,3.5,No,2-Day Shipping,No,No,34,Cash,Bi-Weekly
1902,56,Male,Socks,Clothing,9,Arizona,S,Beige,Fall,2.9,No,Standard,No,No,50,Cash,Weekly
1903,31,Male,Sandals,Footwear,12,New Mexico,S,Olive,Spring,4.3,No,Store Pickup,No,No,21,Venmo,Monthly
1904,59,Male,Pants,Clothing,10,North Carolina,M,Gold,Fall,2.8,No,Store Pickup,No,No,37,Bank Transfer,Fortnightly
1905,22,Male,T-shirt,Clothing,19,Nevada,S,Silver,Fall,4.3,No,Next Day Air,No,No,46,Cash,Weekly
1906,47,Male,Boots,Footwear,67,Idaho,M,Teal,Spring,3.7,No,Standard,No,No,14,Bank Transfer,Every 3 Months
1907,23,Male,Backpack,Accessories,46,Vermont,M,Green,Summer,3.7,No,Free Shipping,No,No,24,PayPal,Monthly
1908,69,Male,Skirt,Clothing,33,New Mexico,L,Orange,Summer,3.8,No,Standard,No,No,36,Credit Card,Fortnightly
1909,18,Male,Scarf,Accessories,6,Georgia,XL,Charcoal,Winter,3.2,No,Standard,No,No,19,Debit Card,Every 3 Months
1910,50,Male,Sweater,Clothing,38,Kentucky,S,Black,Fall,4.2,No,Next Day Air,No,No,12,Credit Card,Every 3 Months
1911,29,Male,Sandals,Footwear,38,New York,S,Yellow,Summer,4.4,No,Store Pickup,No,No,13,Debit Card,Every 3 Months
1912,65,Male,Jewelry,Accessories,61,Arizona,M,Gray,Spring,4.3,No,Next Day Air,No,No,32,Debit Card,Bi-Weekly
1913,29,Male,Sweater,Clothing,30,Colorado,S,Charcoal,Winter,4.6,No,Next Day Air,No,No,5,Credit Card,Quarterly
1914,49,Male,Skirt,Clothing,64,Kentucky,M,Peach,Fall,4.7,No,Express,No,No,29,Cash,Monthly
1915,28,Male,Shorts,Clothing,22,Alaska,L,Green,Summer,4.7,No,Store Pickup,No,No,40,Credit Card,Fortnightly
1916,51,Male,Backpack,Accessories,53,Alabama,M,Magenta,Fall,4.3,No,Express,No,No,44,Cash,Weekly
1917,26,Male,Hoodie,Clothing,23,Connecticut,S,Beige,Winter,4.1,No,Free Shipping,No,No,3,Debit Card,Annually
1918,38,Male,Skirt,Clothing,40,Hawaii,L,Black,Summer,3.9,No,Next Day Air,No,No,35,PayPal,Bi-Weekly
1919,35,Male,Skirt,Clothing,50,Idaho,S,Purple,Summer,4.1,No,Next Day Air,No,No,33,Debit Card,Bi-Weekly
1920,34,Male,Backpack,Accessories,61,Virginia,M,Olive,Winter,4.4,No,Store Pickup,No,No,20,PayPal,Every 3 Months
1921,51,Male,Blouse,Clothing,10,Connecticut,M,Purple,Spring,3.5,No,Next Day Air,No,No,40,Cash,Fortnightly
1922,47,Male,Shirt,Clothing,21,Michigan,M,Green,Spring,4.6,No,Express,No,No,13,Venmo,Every 3 Months
1923,18,Male,Gloves,Accessories,3,Kentucky,S,Peach,Fall,3.0,No,Free Shipping,No,No,9,PayPal,Quarterly
1924,64,Male,Sandals,Footwear,12,Nebraska,XL,Blue,Summer,4.4,No,Express,No,No,7,Cash,Quarterly
1925,30,Male,Jacket,Outerwear,103,Michigan,M,Gray,Fall,5.0,No,Store Pickup,No,No,42,PayPal,Weekly
1926,59,Male,Sneakers,Footwear,21,Utah,L,Black,Summer,3.6,No,Next Day Air,No,No,44,Credit Card,Weekly
1927,66,Male,Backpack,Accessories,43,New Mexico,M,Silver,Spring,4.9,No,Express,No,No,6,PayPal,Quarterly
1928,40,Male,Pants,Clothing,27,Florida,M,Pink,Spring,4.4,No,Next Day Air,No,No,8,Cash,Quarterly
1929,25,Male,Sunglasses,Accessories,3,Mississippi,S,Lavender,Spring,2.8,No,Standard,No,No,10,PayPal,Quarterly
1930,59,Male,Jeans,Clothing,63,Hawaii,L,Brown,Spring,4.5,No,Express,No,No,46,Venmo,Weekly
1931,66,Male,Pants,Clothing,46,North Carolina,L,Turquoise,Spring,4.4,No,Store Pickup,No,No,26,Cash,Monthly
1932,54,Male,Jewelry,Accessories,96,Illinois,S,Olive,Spring,4.5,No,Store Pickup,No,No,6,Debit Card,Quarterly
1933,42,Male,Hoodie,Clothing,39,Maryland,M,White,Winter,4.3,No,Next Day Air,No,No,47,Credit Card,Weekly
1934,48,Male,Sandals,Footwear,37,Montana,L,Violet,Summer,4.6,No,Store Pickup,No,No,28,Venmo,Monthly
1935,34,Male,Jacket,Outerwear,164,Michigan,L,Gold,Fall,4.6,No,Store Pickup,No,No,23,Bank Transfer,Monthly
1936,19,Male,Blouse,Clothing,20,North Carolina,XL,Violet,Spring,3.6,No,Standard,No,No,45,Cash,Weekly
1937,70,Male,Jewelry,Accessories,44,Minnesota,S,Teal,Fall,4.5,No,Store Pickup,No,No,44,PayPal,Weekly
1938,43,Male,Socks,Clothing,19,Delaware,M,Olive,Winter,4.3,No,Store Pickup,No,No,11,Bank Transfer,Every 3 Months
1939,46,Male,Jeans,Clothing,69,Kentucky,L,Blue,Winter,4.4,No,Next Day Air,No,No,39,Debit Card,Fortnightly
1940,66,Male,Gloves,Accessories,4,Ohio,L,Magenta,Winter,2.7,No,Store Pickup,No,No,20,PayPal,Every 3 Months
1941,50,Male,Hat,Accessories,13,Alaska,L,Gray,Summer,4.7,No,Store Pickup,No,No,48,PayPal,Weekly
1942,55,Male,Shoes,Footwear,102,Vermont,XL,Peach,Spring,4.5,No,Store Pickup,No,No,46,Credit Card,Weekly
1943,63,Male,Pants,Clothing,49,Alabama,M,Cyan,Winter,3.9,No,Free Shipping,No,No,22,PayPal,Monthly
1944,32,Male,Socks,Clothing,13,Wisconsin,L,Violet,Fall,4.2,No,2-Day Shipping,No,No,45,Cash,Weekly
1945,30,Male,Hoodie,Clothing,18,Arkansas,M,Gold,Spring,4.4,No,Store Pickup,No,No,49,Cash,Weekly
1946,35,Male,Hoodie,Clothing,27,Georgia,M,Gold,Spring,3.7,No,Free Shipping,No,No,9,Credit Card,Quarterly
1947,59,Male,Pants,Clothing,26,Louisiana,M,White,Spring,4.7,No,Next Day Air,No,No,41,Credit Card,Weekly
1948,59,Male,Shirt,Clothing,57,New York,M,Gray,Winter,3.7,No,Free Shipping,No,No,2,PayPal,Annually
1949,54,Male,T-shirt,Clothing,12,Connecticut,L,Brown,Spring,4.3,No,Next Day Air,No,No,39,PayPal,Fortnightly
1950,63,Male,Dress,Clothing,34,Nebraska,L,Gray,Summer,5.0,No,Express,No,No,12,PayPal,Every 3 Months
1951,43,Male,Backpack,Accessories,38,Arkansas,L,Blue,Summer,3.6,No,Standard,No,No,26,PayPal,Monthly
1952,33,Male,Gloves,Accessories,7,Connecticut,L,Gold,Winter,2.7,No,Free Shipping,No,No,32,Bank Transfer,Bi-Weekly
1953,57,Male,Shoes,Footwear,190,Maryland,L,Yellow,Fall,4.3,No,Store Pickup,No,No,50,Cash,Weekly
1954,25,Male,Skirt,Clothing,48,Colorado,XL,Green,Summer,4.0,No,Next Day Air,No,No,3,PayPal,Annually
1955,26,Male,Gloves,Accessories,8,Colorado,M,Pink,Fall,2.9,No,Free Shipping,No,No,3,Venmo,Annually
1956,50,Male,Hoodie,Clothing,54,Maine,M,Pink,Spring,3.8,No,Standard,No,No,37,Cash,Fortnightly
1957,70,Male,Socks,Clothing,7,Oklahoma,M,Pink,Spring,2.8,No,Free Shipping,No,No,20,Credit Card,Every 3 Months
1958,68,Male,Gloves,Accessories,5,South Carolina,M,Cyan,Spring,3.2,No,Standard,No,No,26,Cash,Monthly
1959,39,Male,Shorts,Clothing,18,Nevada,M,Gray,Spring,4.5,No,Next Day Air,No,No,47,Cash,Weekly
1960,46,Male,Shoes,Footwear,110,Colorado,M,White,Fall,4.8,No,Store Pickup,No,No,7,Credit Card,Quarterly
1961,57,Male,Jeans,Clothing,41,Massachusetts,L,Red,Summer,4.4,No,Store Pickup,No,No,40,Credit Card,Fortnightly
1962,47,Male,Boots,Footwear,14,Nevada,L,Black,Spring,4.7,No,Express,No,No,45,Debit Card,Weekly
1963,40,Male,Hat,Accessories,9,Iowa,M,Silver,Fall,2.7,No,Free Shipping,No,No,20,PayPal,Every 3 Months
1964,52,Male,Shorts,Clothing,19,Michigan,L,Pink,Spring,3.6,No,Standard,No,No,11,Credit Card,Every 3 Months
1965,40,Male,Pants,Clothing,42,West Virginia,S,Cyan,Winter,4.1,No,Next Day Air,No,No,50,Debit Card,Weekly
1966,67,Male,Sweater,Clothing,14,Indiana,M,White,Spring,4.8,No,Store Pickup,No,No,25,Debit Card,Monthly
1967,67,Male,Jacket,Outerwear,64,Indiana,XL,Purple,Spring,3.9,No,Next Day Air,No,No,5,Credit Card,Quarterly
1968,37,Male,Dress,Clothing,28,Georgia,L,Yellow,Summer,3.5,No,2-Day Shipping,No,No,4,Venmo,Annually
1969,67,Male,Shirt,Clothing,70,Minnesota,S,Blue,Fall,4.4,No,Next Day Air,No,No,25,Credit Card,Monthly
1970,64,Male,Dress,Clothing,33,Louisiana,S,Cyan,Spring,3.6,No,Standard,No,No,11,Bank Transfer,Every 3 Months
1971,28,Male,Belt,Accessories,9,Maryland,M,Indigo,Summer,3.4,No,Store Pickup,No,No,4,Credit Card,Annually
1972,54,Male,Hat,Accessories,17,Pennsylvania,XL,Indigo,Fall,3.9,No,Next Day Air,No,No,1,Venmo,Annually
1973,54,Male,Backpack,Accessories,37,Louisiana,M,Silver,Summer,4.6,No,Next Day Air,No,No,48,PayPal,Weekly
1974,24,Male,Skirt,Clothing,38,Maryland,XL,Red,Summer,4.1,No,Free Shipping,No,No,9,Venmo,Quarterly
1975,27,Male,Gloves,Accessories,18,Tennessee,M,Peach,Winter,4.4,No,Express,No,No,2,PayPal,Annually
1976,53,Male,Jacket,Outerwear,103,Illinois,L,Turquoise,Fall,4.3,No,Next Day Air,No,No,4,Cash,Annually
1977,32,Male,Handbag,Accessories,161,Wyoming,M,Pink,Fall,4.6,No,Store Pickup,No,No,43,PayPal,Weekly
1978,24,Male,Sandals,Footwear,68,Florida,M,Teal,Spring,3.9,No,Free Shipping,No,No,32,Bank Transfer,Bi-Weekly
1979,45,Male,Sunglasses,Accessories,15,Massachusetts,L,Magenta,Summer,4.0,No,Standard,No,No,1,Cash,Annually
1980,49,Male,Jeans,Clothing,28,Tennessee,L,Blue,Winter,4.6,No,Next Day Air,No,No,38,Debit Card,Fortnightly
1981,51,Male,Sandals,Footwear,16,Iowa,M,Green,Summer,4.8,No,Express,No,No,25,PayPal,Monthly
1982,69,Male,Shoes,Footwear,61,Michigan,L,Violet,Fall,3.9,No,Standard,No,No,42,PayPal,Weekly
1983,41,Male,Sunglasses,Accessories,9,Kansas,M,Turquoise,Spring,3.1,No,Standard,No,No,32,PayPal,Bi-Weekly
1984,59,Male,Scarf,Accessories,16,Georgia,M,Pink,Spring,3.9,No,Free Shipping,No,No,21,Debit Card,Monthly
1985,26,Male,Skirt,Clothing,47,West Virginia,M,Black,Summer,3.7,No,Standard,No,No,26,PayPal,Monthly
1986,23,Male,Gloves,Accessories,6,Tennessee,M,Gold,Spring,3.3,No,Standard,No,No,6,Credit Card,Quarterly
1987,62,Male,Coat,Outerwear,56,Arkansas,L,Green,Spring,4.2,No,Standard,No,No,14,Venmo,Every 3 Months
1988,69,Male,Belt,Accessories,6,Vermont,XL,White,Winter,2.8,No,Store Pickup,No,No,4,Cash,Annually
1989,46,Male,Pants,Clothing,50,Virginia,M,Gold,Winter,3.7,No,Next Day Air,No,No,26,Bank Transfer,Monthly
1990,35,Male,Jewelry,Accessories,90,Maryland,S,Charcoal,Fall,4.3,No,Store Pickup,No,No,39,PayPal,Fortnightly
1991,32,Male,Backpack,Accessories,53,Connecticut,L,White,Fall,4.7,No,Express,No,No,15,PayPal,Every 3 Months
1992,46,Male,Sneakers,Footwear,62,Missouri,M,Brown,Spring,4.0,No,Standard,No,No,1,Venmo,Annually
1993,33,Male,Hoodie,Clothing,36,New Jersey,L,Gold,Fall,4.3,No,Next Day Air,No,No,28,Venmo,Monthly
1994,32,Male,Blouse,Clothing,46,Arkansas,S,Purple,Fall,3.7,No,Free Shipping,No,No,17,Cash,Every 3 Months
1995,33,Male,Sunglasses,Accessories,10,Nevada,M,Brown,Summer,3.0,No,Free Shipping,No,No,24,Credit Card,Monthly
1996,67,Male,Boots,Footwear,33,Missouri,S,Teal,Spring,4.3,No,Next Day Air,No,No,29,Debit Card,Monthly
1997,67,Male,Sneakers,Footwear,42,South Dakota,L,Indigo,Summer,4.8,No,Store Pickup,No,No,18,Cash,Every 3 Months
1998,42,Male,Backpack,Accessories,70,Connecticut,M,Purple,Winter,4.3,No,Next Day Air,No,No,10,Debit Card,Quarterly
1999,20,Male,Pants,Clothing,14,Vermont,M,Orange,Spring,3.7,No,Next Day Air,No,No,19,Cash,Every 3 Months
2000,39,Male,Socks,Clothing,15,Tennessee,L,Indigo,Spring,3.5,No,Free Shipping,No,No,26,Debit Card,Monthly
2001,26,Male,Belt,Accessories,15,California,M,Lavender,Summer,5.0,No,Store Pickup,No,No,25,Cash,Monthly
2002,51,Male,Sunglasses,Accessories,8,Wyoming,S,Purple,Summer,2.6,No,Store Pickup,No,No,2,Debit Card,Annually
2003,31,Male,Shirt,Clothing,18,New York,M,Red,Spring,4.3,No,Store Pickup,No,No,19,PayPal,Every 3 Months
2004,68,Male,Sneakers,Footwear,23,Maine,S,Blue,Summer,4.4,No,Store Pickup,No,No,32,Cash,Bi-Weekly
2005,44,Male,Shoes,Footwear,125,Georgia,L,Blue,Winter,4.6,No,Store Pickup,No,No,13,Cash,Every 3 Months
2006,18,Male,Sandals,Footwear,38,Tennessee,M,Cyan,Summer,3.6,No,Next Day Air,No,No,30,PayPal,Monthly
2007,58,Male,Scarf,Accessories,14,New Mexico,S,Pink,Spring,4.5,No,Express,No,No,2,Credit Card,Annually
2008,26,Male,Shirt,Clothing,51,Virginia,M,Silver,Winter,4.8,No,Next Day Air,No,No,8,PayPal,Quarterly
2009,57,Male,Skirt,Clothing,59,Florida,M,Gray,Summer,3.8,No,Standard,No,No,27,PayPal,Monthly
2010,37,Male,Boots,Footwear,45,Alabama,M,Indigo,Spring,4.7,No,Express,No,No,26,Venmo,Monthly
2011,24,Male,Sweater,Clothing,62,Texas,M,Maroon,Winter,4.3,No,Next Day Air,No,No,3,Debit Card,Annually
2012,57,Male,Sandals,Footwear,45,West Virginia,M,Beige,Spring,4.4,No,Next Day Air,No,No,4,Bank Transfer,Annually
2013,48,Male,Jeans,Clothing,67,Nevada,L,Green,Fall,4.4,No,Next Day Air,No,No,5,Cash,Quarterly
2014,39,Male,Backpack,Accessories,62,Virginia,M,Peach,Summer,4.8,No,Store Pickup,No,No,25,Debit Card,Monthly
2015,51,Male,Skirt,Clothing,53,Wisconsin,L,Black,Summer,3.8,No,Standard,No,No,47,PayPal,Weekly
2016,57,Male,Belt,Accessories,8,Virginia,S,Pink,Winter,2.6,No,Free Shipping,No,No,8,Credit Card,Quarterly
2017,53,Male,Shoes,Footwear,138,Maine,S,Violet,Summer,4.4,No,Express,No,No,20,Debit Card,Every 3 Months
2018,70,Male,Socks,Clothing,4,Massachusetts,S,Green,Summer,3.0,No,Store Pickup,No,No,42,Bank Transfer,Weekly
2019,60,Male,Backpack,Accessories,56,Arkansas,S,Gold,Fall,4.7,No,Store Pickup,No,No,20,Bank Transfer,Every 3 Months
2020,31,Male,Shirt,Clothing,24,Idaho,S,Red,Spring,4.8,No,Next Day Air,No,No,23,Cash,Monthly
2021,41,Male,Sweater,Clothing,22,Pennsylvania,M,Beige,Fall,4.7,No,Store Pickup,No,No,26,Cash,Monthly
2022,62,Male,Handbag,Accessories,45,Maine,M,Green,Fall,4.6,No,Express,No,No,48,Venmo,Weekly
2023,59,Male,Jewelry,Accessories,150,Alabama,S,Black,Winter,4.5,No,Next Day Air,No,No,16,Cash,Every 3 Months
2024,46,Male,Socks,Clothing,7,Idaho,S,Teal,Winter,2.6,No,Store Pickup,No,No,28,Cash,Monthly
2025,62,Male,Socks,Clothing,8,Arkansas,L,Silver,Winter,2.6,No,Standard,No,No,39,PayPal,Fortnightly
2026,42,Male,Shirt,Clothing,28,Delaware,M,Turquoise,Fall,4.3,No,Express,No,No,43,Debit Card,Weekly
2027,37,Male,Scarf,Accessories,20,Maine,M,Orange,Spring,4.2,No,2-Day Shipping,No,No,45,Bank Transfer,Weekly
2028,50,Male,Shoes,Footwear,197,Nebraska,S,Gold,Spring,4.2,No,2-Day Shipping,No,No,50,Credit Card,Weekly
2029,29,Male,Shoes,Footwear,191,Ohio,XL,Purple,Winter,4.8,No,Express,No,No,10,Venmo,Quarterly
2030,25,Male,Scarf,Accessories,8,Montana,M,Pink,Fall,2.9,No,Free Shipping,No,No,40,PayPal,Fortnightly
2031,66,Male,Sunglasses,Accessories,3,New Mexico,S,Green,Summer,3.2,No,Standard,No,No,38,Credit Card,Fortnightly
2032,21,Male,Socks,Clothing,5,North Carolina,L,Charcoal,Summer,3.4,No,Free Shipping,No,No,2,Credit Card,Annually
2033,46,Male,Blouse,Clothing,29,South Carolina,M,Maroon,Summer,3.8,No,Standard,No,No,13,Cash,Every 3 Months
2034,57,Male,Jeans,Clothing,24,Illinois,L,Olive,Fall,4.3,No,Store Pickup,No,No,33,Venmo,Bi-Weekly
2035,61,Male,Shorts,Clothing,45,Alabama,M,Peach,Summer,4.2,No,Standard,No,No,27,PayPal,Monthly
2036,53,Male,T-shirt,Clothing,25,Oklahoma,S,Yellow,Spring,4.9,No,Store Pickup,No,No,43,Bank Transfer,Weekly
2037,37,Male,Blouse,Clothing,40,Minnesota,S,Lavender,Fall,3.7,No,Next Day Air,No,No,46,Cash,Weekly
2038,39,Male,Belt,Accessories,12,Illinois,S,Green,Summer,4.7,No,Store Pickup,No,No,7,Venmo,Quarterly
2039,53,Male,Blouse,Clothing,49,Arkansas,L,Orange,Winter,4.3,No,Next Day Air,No,No,35,Credit Card,Bi-Weekly
2040,35,Male,T-shirt,Clothing,27,Minnesota,M,Olive,Summer,4.0,No,Free Shipping,No,No,31,Debit Card,Bi-Weekly
2041,69,Male,Jewelry,Accessories,59,South Carolina,XL,Gray,Summer,3.7,No,Standard,No,No,42,Venmo,Weekly
2042,66,Male,Jacket,Outerwear,32,New York,S,Lavender,Spring,4.6,No,Express,No,No,14,PayPal,Every 3 Months
2043,19,Male,Shoes,Footwear,40,Alabama,M,Red,Spring,4.1,No,2-Day Shipping,No,No,35,Venmo,Bi-Weekly
2044,47,Male,Gloves,Accessories,12,New York,M,Charcoal,Fall,4.3,No,Store Pickup,No,No,49,PayPal,Weekly
2045,49,Male,Jeans,Clothing,22,Missouri,L,Orange,Summer,3.9,No,Next Day Air,No,No,17,PayPal,Every 3 Months
2046,31,Male,Jewelry,Accessories,131,Georgia,M,Red,Winter,4.5,No,Store Pickup,No,No,26,PayPal,Monthly
